invoice_id,branch,city,customer_type,gender,product_line,unit_price,quantity,total,date,time,payment_method,rating
233-34-0817,E,Houston,Member,Female,Electronic accessories,98.84,1,103.78,15/02/19,11:21:00,Cash,8.4
767-05-1286,E,Philadelphia,Member,Female,Home and lifestyle,83.77,6,527.75,23/01/19,12:10:00,Ewallet,5.4
340-21-9136,B,Chicago,Member,Female,Sports and travel,40.05,4,168.21,25/01/19,11:40:00,Cash,9.7
405-31-3305,B,Dallas,Member,Male,Fashion accessories,43.13,10,452.87,02/02/19,18:31:00,Credit card,5.5
731-59-7531,B,San Jose,Member,Male,Health and beauty,72.57,8,609.59,30/03/19,17:58:00,Cash,4.6
676-39-6028,E,San Jose,Member,Female,Electronic accessories,64.44,5,338.31,30/03/19,17:04:00,Cash,6.6
502-05-1910,C,Los Angeles,Normal,Male,Health and beauty,65.18,3,205.32,25/02/19,20:35:00,Credit card,6.3
485-30-8700,D,New York,Normal,Female,Sports and travel,33.26,5,174.62,18/03/19,16:10:00,Credit card,4.2
598-47-9715,B,Houston,Normal,Male,Electronic accessories,84.07,4,353.09,07/03/19,16:54:00,Ewallet,4.4
701-69-8742,C,Phoenix,Normal,Male,Sports and travel,34.37,10,360.89,16/03/19,10:11:00,Ewallet,6.7
575-67-1508,C,San Diego,Normal,Male,Electronic accessories,38.6,1,40.53,29/01/19,11:26:00,Ewallet,6.7
541-08-3113,E,San Jose,Normal,Male,Food and beverages,65.97,8,554.15,02/02/19,20:29:00,Cash,8.4
246-11-3901,C,Phoenix,Normal,Female,Electronic accessories,32.8,10,344.40,15/02/19,12:12:00,Cash,6.2
674-15-9296,B,San Antonio,Normal,Male,Sports and travel,37.14,5,194.99,08/01/19,13:05:00,Ewallet,5
305-18-3552,C,Chicago,Member,Male,Home and lifestyle,60.38,10,633.99,12/02/19,16:19:00,Cash,6
493-65-6248,B,Los Angeles,Member,Female,Sports and travel,36.98,10,388.29,01/01/19,19:48:00,Credit card,7
438-01-4015,C,San Diego,Member,Female,Sports and travel,49.49,4,207.86,21/03/19,15:25:00,Ewallet,6.6
709-58-4068,C,Los Angeles,Normal,Female,Fashion accessories,41.09,10,431.45,28/02/19,14:42:00,Cash,7.3
795-49-7276,D,New York,Normal,Male,Fashion accessories,37.15,4,156.03,23/03/19,18:59:00,Ewallet,8.3
556-72-8512,E,New York,Normal,Male,Home and lifestyle,22.96,1,24.11,30/01/19,20:47:00,Cash,4.3
627-95-3243,C,San Diego,Member,Female,Home and lifestyle,77.68,9,734.08,04/02/19,13:21:00,Ewallet,9.8
686-41-0932,D,Chicago,Normal,Female,Fashion accessories,34.7,2,72.87,13/03/19,19:48:00,Ewallet,8.2
510-09-5628,E,Houston,Member,Female,Fashion accessories,19.66,10,206.43,15/03/19,18:20:00,Credit card,7.2
608-04-3797,C,San Jose,Member,Female,Health and beauty,25.32,8,212.69,05/03/19,20:24:00,Ewallet,8.7
148-82-2527,E,San Jose,Member,Female,Home and lifestyle,12.12,10,127.26,05/03/19,13:44:00,Credit card,8.4
437-53-3084,D,San Jose,Normal,Male,Fashion accessories,99.89,2,209.77,26/02/19,11:48:00,Ewallet,7.1
632-32-4574,D,San Diego,Normal,Male,Sports and travel,75.92,8,637.73,20/03/19,14:14:00,Cash,5.5
556-97-7101,D,New York,Normal,Female,Electronic accessories,63.22,2,132.76,01/01/19,15:51:00,Cash,8.5
862-59-8517,D,New York,Normal,Female,Food and beverages,90.24,6,568.51,27/01/19,11:17:00,Cash,6.2
401-18-8016,C,Los Angeles,Member,Female,Sports and travel,98.13,1,103.04,21/01/19,17:36:00,Cash,8.9
420-18-8989,C,Chicago,Member,Female,Sports and travel,51.52,8,432.77,02/02/19,15:47:00,Cash,9.6
277-63-2961,C,Dallas,Member,Male,Sports and travel,73.97,1,77.67,03/02/19,15:53:00,Credit card,5.4
573-98-8548,D,San Antonio,Member,Female,Fashion accessories,31.9,1,33.50,05/01/19,12:40:00,Ewallet,9.1
620-02-2046,B,Houston,Normal,Male,Home and lifestyle,69.4,2,145.74,27/01/19,19:48:00,Ewallet,9
282-35-2475,D,Los Angeles,Normal,Female,Sports and travel,93.31,2,195.95,25/03/19,17:53:00,Cash,6.3
511-54-3087,C,Philadelphia,Normal,Male,Sports and travel,88.45,1,92.87,25/02/19,16:36:00,Credit card,9.5
726-29-6793,B,Chicago,Member,Male,Electronic accessories,24.18,8,203.11,28/01/19,20:54:00,Ewallet,9.8
387-49-4215,D,Philadelphia,Member,Female,Sports and travel,48.5,3,152.78,08/01/19,12:50:00,Cash,6.7
862-17-9201,C,San Antonio,Normal,Female,Food and beverages,84.05,6,529.52,29/01/19,10:48:00,Credit card,7.7
291-21-5991,D,New York,Member,Male,Health and beauty,61.29,5,321.77,29/03/19,14:28:00,Cash,7
602-80-9671,B,New York,Member,Female,Home and lifestyle,15.95,6,100.49,09/02/19,17:15:00,Credit card,5.1
347-72-6115,B,Phoenix,Member,Female,Sports and travel,90.74,7,666.94,16/01/19,18:03:00,Credit card,6.2
209-61-0206,B,New York,Normal,Female,Home and lifestyle,42.91,5,225.28,05/01/19,17:29:00,Ewallet,6.1
595-27-4851,B,San Jose,Normal,Female,Fashion accessories,54.28,7,398.96,27/01/19,18:05:00,Ewallet,9.3
189-52-0236,C,San Antonio,Normal,Male,Electronic accessories,99.55,7,731.69,14/03/19,12:07:00,Cash,7.6
503-07-0930,B,San Jose,Member,Male,Sports and travel,58.39,7,429.17,23/02/19,19:49:00,Credit card,8.2
413-20-6708,D,Dallas,Member,Female,Fashion accessories,51.47,1,54.04,18/03/19,15:52:00,Ewallet,8.5
425-85-2085,D,Dallas,Member,Male,Health and beauty,54.86,5,288.02,29/03/19,16:48:00,Ewallet,9.8
521-18-7827,D,Philadelphia,Member,Male,Home and lifestyle,39.39,5,206.80,22/01/19,20:46:00,Credit card,8.7
220-28-1851,B,Los Angeles,Normal,Male,Home and lifestyle,34.73,2,72.93,01/03/19,18:14:00,Ewallet,9.7
600-38-9738,C,San Antonio,Member,Male,Sports and travel,71.92,5,377.58,17/01/19,15:05:00,Credit card,4.3
734-91-1155,D,Philadelphia,Normal,Female,Electronic accessories,45.71,3,143.99,26/03/19,10:34:00,Credit card,7.7
451-28-5717,B,Dallas,Member,Female,Home and lifestyle,83.17,6,523.97,20/03/19,11:23:00,Cash,7.3
609-81-8548,D,San Diego,Member,Female,Home and lifestyle,37.44,6,235.87,06/02/19,13:55:00,Credit card,5.9
133-14-7229,D,Phoenix,Normal,Male,Health and beauty,62.87,2,132.03,01/01/19,11:43:00,Cash,5
534-01-4457,B,Chicago,Normal,Male,Food and beverages,81.71,6,514.77,27/01/19,14:36:00,Credit card,8
719-89-8991,D,San Antonio,Member,Female,Sports and travel,91.41,5,479.90,25/02/19,16:03:00,Ewallet,7.1
286-62-6248,E,San Jose,Normal,Male,Fashion accessories,39.21,4,164.68,16/01/19,20:03:00,Credit card,9
339-38-9982,D,San Antonio,Member,Male,Fashion accessories,59.86,2,125.71,13/01/19,14:55:00,Ewallet,6.7
827-44-5872,D,Los Angeles,Member,Female,Food and beverages,54.36,10,570.78,07/02/19,11:28:00,Credit card,6.1
827-77-7633,E,Chicago,Normal,Male,Sports and travel,98.09,9,926.95,17/02/19,19:41:00,Cash,9.3
287-83-1405,C,Houston,Normal,Male,Health and beauty,25.43,6,160.21,12/02/19,19:01:00,Ewallet,7
435-13-4908,E,Philadelphia,Member,Male,Fashion accessories,86.68,8,728.11,24/01/19,18:04:00,Credit card,7.2
857-67-9057,E,Dallas,Normal,Male,Electronic accessories,22.95,10,240.98,06/02/19,19:20:00,Ewallet,8.2
236-27-1144,B,San Jose,Normal,Female,Food and beverages,16.31,9,154.13,26/03/19,10:31:00,Ewallet,8.4
892-05-6689,D,Los Angeles,Normal,Female,Home and lifestyle,28.32,5,148.68,11/03/19,13:28:00,Ewallet,6.2
583-41-4548,B,Phoenix,Normal,Male,Home and lifestyle,16.67,7,122.52,07/02/19,11:36:00,Ewallet,7.4
339-12-4827,E,Dallas,Member,Female,Fashion accessories,73.96,1,77.66,05/01/19,11:32:00,Credit card,5
643-38-7867,D,Chicago,Normal,Male,Home and lifestyle,97.94,1,102.84,07/03/19,11:44:00,Ewallet,6.9
308-81-0538,C,Houston,Normal,Female,Fashion accessories,73.05,4,306.81,25/02/19,17:16:00,Credit card,4.9
358-88-9262,D,Dallas,Member,Female,Food and beverages,87.48,6,551.12,01/02/19,18:43:00,Ewallet,5.1
460-35-4390,E,Chicago,Normal,Male,Home and lifestyle,30.68,3,96.64,22/01/19,11:00:00,Ewallet,9.1
343-87-0864,C,Philadelphia,Member,Male,Health and beauty,75.88,1,79.67,03/01/19,10:30:00,Credit card,7.1
173-50-1108,E,Dallas,Member,Female,Sports and travel,20.18,4,84.76,13/02/19,12:14:00,Credit card,5
243-47-2663,B,San Antonio,Member,Male,Electronic accessories,18.77,6,118.25,28/01/19,16:43:00,Credit card,5.5
841-18-8232,E,San Diego,Normal,Female,Food and beverages,71.2,1,74.76,05/01/19,20:40:00,Credit card,9.2
701-23-5550,D,New York,Member,Male,Home and lifestyle,38.81,4,163.00,19/03/19,13:40:00,Ewallet,4.9
647-50-1224,B,Phoenix,Normal,Female,Fashion accessories,29.42,10,308.91,12/01/19,16:23:00,Ewallet,8.9
541-48-8554,B,San Diego,Normal,Male,Sports and travel,60.95,9,575.98,07/01/19,12:08:00,Credit card,6
539-21-7227,C,New York,Normal,Female,Sports and travel,51.54,5,270.59,26/01/19,17:45:00,Cash,4.2
213-32-1216,C,Phoenix,Normal,Female,Electronic accessories,66.06,6,416.18,23/01/19,10:28:00,Cash,7.3
747-58-7183,B,Philadelphia,Normal,Male,Fashion accessories,57.27,3,180.40,09/02/19,20:31:00,Ewallet,6.5
582-52-8065,E,San Jose,Normal,Female,Fashion accessories,54.31,9,513.23,22/02/19,10:49:00,Cash,8.9
210-57-1719,B,Dallas,Normal,Female,Health and beauty,58.24,9,550.37,05/02/19,12:34:00,Cash,9.7
399-69-4630,D,Dallas,Normal,Male,Electronic accessories,22.21,6,139.92,07/03/19,10:23:00,Credit card,8.6
134-75-2619,D,Philadelphia,Member,Male,Electronic accessories,19.32,7,142.00,25/03/19,18:51:00,Cash,6.9
356-44-8813,D,Los Angeles,Normal,Male,Home and lifestyle,37.48,3,118.06,20/01/19,13:45:00,Credit card,7.7
198-66-9832,D,Houston,Member,Female,Fashion accessories,72.04,2,151.28,04/02/19,19:38:00,Cash,9.5
283-26-5248,B,New York,Member,Female,Food and beverages,98.52,10,1034.46,30/01/19,20:23:00,Ewallet,4.5
712-39-0363,C,Los Angeles,Member,Male,Food and beverages,41.66,6,262.46,02/01/19,15:24:00,Ewallet,5.6
218-59-9410,C,Los Angeles,Member,Female,Home and lifestyle,72.42,3,228.12,29/03/19,16:54:00,Ewallet,8.2
174-75-0888,D,San Antonio,Normal,Male,Electronic accessories,21.58,9,203.93,14/03/19,12:32:00,Cash,7.3
866-99-7614,B,San Jose,Normal,Male,Food and beverages,89.2,10,936.60,11/02/19,15:42:00,Credit card,4.4
134-54-4720,D,San Diego,Normal,Female,Electronic accessories,42.42,8,356.33,30/01/19,13:58:00,Ewallet,5.7
760-90-2357,D,Dallas,Member,Male,Electronic accessories,74.51,6,469.41,20/03/19,15:08:00,Ewallet,5
514-37-2845,C,San Jose,Normal,Male,Fashion accessories,99.25,2,208.43,20/03/19,13:02:00,Cash,9
698-98-5964,E,Houston,Normal,Female,Food and beverages,81.21,10,852.71,17/01/19,13:01:00,Credit card,6.3
718-57-9773,B,San Diego,Normal,Female,Sports and travel,49.33,10,517.97,03/02/19,16:40:00,Credit card,9.4
651-88-7328,D,Houston,Normal,Female,Fashion accessories,65.74,9,621.24,01/01/19,13:55:00,Cash,7.7
241-11-2261,B,San Jose,Normal,Female,Fashion accessories,79.86,7,586.97,10/01/19,10:33:00,Credit card,5.5
408-26-9866,B,San Diego,Normal,Female,Sports and travel,73.98,7,543.75,02/03/19,16:42:00,Ewallet,4.1
834-83-1826,D,New York,Member,Female,Home and lifestyle,82.04,5,430.71,25/02/19,17:16:00,Credit card,7.6
343-61-3544,D,Los Angeles,Member,Male,Sports and travel,26.67,10,280.04,29/01/19,11:48:00,Cash,8.6
239-48-4278,D,Philadelphia,Member,Male,Food and beverages,10.13,7,74.46,10/03/19,19:35:00,Ewallet,8.3
355-34-6244,D,San Jose,Normal,Male,Food and beverages,72.39,2,152.02,13/01/19,19:55:00,Credit card,8.1
550-84-8664,B,Philadelphia,Normal,Male,Sports and travel,85.91,5,451.03,22/03/19,14:33:00,Credit card,8.6
339-96-8318,C,Phoenix,Member,Male,Fashion accessories,81.31,7,597.63,01/03/19,19:49:00,Ewallet,6.3
458-61-0011,C,Dallas,Normal,Male,Food and beverages,60.3,4,253.26,20/02/19,18:43:00,Cash,5.8
592-34-6155,D,Philadelphia,Normal,Male,Food and beverages,31.77,4,133.43,14/01/19,14:43:00,Ewallet,6.2
797-88-0493,C,San Jose,Normal,Female,Health and beauty,64.27,4,269.93,26/03/19,13:54:00,Cash,7.7
207-73-1363,B,New York,Normal,Male,Health and beauty,69.51,2,145.97,01/03/19,12:15:00,Ewallet,8.1
390-31-6381,B,Dallas,Normal,Male,Food and beverages,27.22,3,85.74,07/01/19,12:37:00,Cash,7.3
443-82-0585,B,Phoenix,Member,Female,Health and beauty,77.68,4,326.26,01/02/19,19:54:00,Cash,8.4
339-18-7061,D,San Diego,Member,Female,Fashion accessories,92.98,2,195.26,13/02/19,15:06:00,Credit card,8
359-90-3665,C,New York,Member,Female,Fashion accessories,18.08,4,75.94,14/01/19,18:03:00,Credit card,9.5
375-72-3056,E,Dallas,Normal,Male,Sports and travel,63.06,3,198.64,19/01/19,15:58:00,Ewallet,7
127-47-6963,B,Phoenix,Normal,Male,Health and beauty,51.71,4,217.18,09/03/19,13:53:00,Credit card,9.8
278-86-2735,E,Houston,Normal,Female,Food and beverages,52.34,3,164.87,27/03/19,14:03:00,Cash,9.2
695-28-6250,C,Dallas,Normal,Female,Sports and travel,43.06,5,226.07,04/02/19,16:38:00,Ewallet,7.7
379-17-6588,B,New York,Normal,Male,Fashion accessories,59.61,10,625.91,14/03/19,11:07:00,Cash,5.3
227-50-3718,C,Houston,Normal,Male,Health and beauty,14.62,5,76.76,04/03/19,12:23:00,Cash,4.4
302-15-2162,E,San Jose,Member,Male,Health and beauty,46.53,6,293.14,03/03/19,10:54:00,Credit card,4.3
788-07-8452,D,Phoenix,Member,Female,Home and lifestyle,24.24,7,178.16,27/01/19,17:38:00,Ewallet,9.4
560-49-6611,B,Phoenix,Member,Female,Sports and travel,45.58,1,47.86,07/02/19,14:13:00,Cash,9.8
880-35-0356,E,Houston,Member,Female,Sports and travel,75.2,3,236.88,05/02/19,11:51:00,Ewallet,4.8
585-11-6748,C,New York,Member,Male,Sports and travel,96.8,3,304.92,15/03/19,13:05:00,Cash,5.3
470-31-3286,D,San Jose,Normal,Male,Health and beauty,14.82,3,46.68,01/03/19,11:30:00,Credit card,8.7
152-68-2907,C,San Diego,Normal,Male,Food and beverages,52.2,3,164.43,15/02/19,13:30:00,Credit card,9.5
123-35-4896,B,Dallas,Normal,Female,Sports and travel,46.66,9,440.94,17/02/19,19:11:00,Ewallet,5.3
258-69-7810,E,Los Angeles,Normal,Female,Fashion accessories,36.85,5,193.46,26/01/19,18:53:00,Cash,9.2
334-64-2006,E,San Antonio,Member,Female,Home and lifestyle,70.32,2,147.67,24/03/19,14:22:00,Ewallet,9.6
219-61-4139,D,San Antonio,Normal,Male,Electronic accessories,83.08,1,87.23,23/01/19,17:16:00,Ewallet,6.4
881-41-7302,D,Philadelphia,Normal,Female,Fashion accessories,64.99,1,68.24,26/01/19,10:06:00,Credit card,4.5
373-09-4567,D,Houston,Normal,Male,Food and beverages,77.56,10,814.38,14/03/19,20:35:00,Ewallet,6.9
642-30-6693,D,Los Angeles,Normal,Female,Sports and travel,54.51,6,343.41,17/03/19,13:54:00,Ewallet,7.8
484-22-8230,E,Houston,Member,Female,Fashion accessories,51.89,7,381.39,08/01/19,20:08:00,Cash,4.5
830-58-2383,C,San Diego,Normal,Male,Home and lifestyle,31.75,4,133.35,08/02/19,15:26:00,Cash,8.6
559-98-9873,E,San Diego,Member,Female,Fashion accessories,53.65,7,394.33,10/02/19,12:56:00,Ewallet,5.2
544-32-5024,B,New York,Member,Female,Food and beverages,49.79,4,209.12,28/03/19,19:16:00,Credit card,6.4
318-12-0304,C,San Antonio,Normal,Male,Fashion accessories,30.61,1,32.14,23/01/19,12:20:00,Ewallet,5.2
349-97-8902,E,Houston,Member,Male,Food and beverages,57.89,2,121.57,17/01/19,10:37:00,Ewallet,8.9
421-95-9805,E,Dallas,Normal,Female,Electronic accessories,28.96,1,30.41,07/02/19,10:18:00,Credit card,6.2
277-35-5865,B,Chicago,Member,Female,Food and beverages,98.97,9,935.27,09/03/19,11:23:00,Cash,6.7
789-23-8625,B,Los Angeles,Member,Male,Fashion accessories,93.22,3,293.64,24/01/19,11:45:00,Cash,7.2
284-54-4231,E,San Diego,Member,Male,Sports and travel,80.93,1,84.98,19/01/19,16:08:00,Credit card,9
443-59-0061,D,San Diego,Member,Male,Food and beverages,67.45,10,708.23,03/02/19,11:25:00,Ewallet,4.2
509-29-3912,B,Chicago,Member,Female,Sports and travel,38.72,9,365.90,20/03/19,12:24:00,Ewallet,4.2
327-40-9673,D,New York,Member,Male,Sports and travel,72.6,6,457.38,13/01/19,19:51:00,Cash,6.9
840-19-2096,D,New York,Member,Male,Electronic accessories,87.91,5,461.53,14/03/19,18:10:00,Ewallet,4.4
828-46-6863,B,San Jose,Member,Male,Food and beverages,98.53,6,620.74,23/01/19,11:22:00,Credit card,4
641-96-3695,D,San Diego,Member,Female,Fashion accessories,43.46,6,273.80,07/02/19,17:55:00,Ewallet,8.5
420-97-3340,D,San Antonio,Normal,Female,Food and beverages,71.68,3,225.79,28/03/19,15:30:00,Credit card,9.2
436-54-4512,E,Houston,Member,Female,Food and beverages,91.61,1,96.19,20/03/19,19:44:00,Cash,9.8
670-79-6321,D,San Antonio,Member,Female,Home and lifestyle,94.59,7,695.24,17/01/19,15:27:00,Credit card,4.9
852-62-7105,C,Los Angeles,Normal,Female,Fashion accessories,83.25,10,874.13,12/01/19,11:25:00,Credit card,4.4
598-06-7312,B,Dallas,Member,Male,Fashion accessories,91.35,1,95.92,16/02/19,15:42:00,Cash,6.8
135-13-8269,B,San Antonio,Member,Female,Food and beverages,78.88,2,165.65,26/01/19,16:04:00,Cash,9.1
816-57-2053,E,Chicago,Normal,Male,Sports and travel,60.87,2,127.83,09/03/19,12:37:00,Ewallet,8.7
628-90-8624,B,San Diego,Member,Male,Health and beauty,82.58,10,867.09,14/03/19,14:41:00,Cash,5
856-66-2701,C,Los Angeles,Member,Male,Home and lifestyle,53.3,3,167.90,25/01/19,14:19:00,Ewallet,7.5
308-39-1707,D,Chicago,Normal,Female,Fashion accessories,12.09,1,12.69,26/01/19,18:19:00,Credit card,8.2
149-61-1929,D,San Jose,Normal,Male,Sports and travel,64.19,10,674.00,19/01/19,14:08:00,Credit card,6.7
655-07-2265,B,San Antonio,Normal,Male,Electronic accessories,78.31,3,246.68,05/03/19,16:38:00,Ewallet,5.4
589-02-8023,D,Philadelphia,Member,Male,Food and beverages,83.77,2,175.92,15/01/19,10:54:00,Credit card,7
420-04-7590,C,Chicago,Normal,Male,Home and lifestyle,99.7,3,314.06,18/03/19,11:29:00,Ewallet,4.7
182-88-2763,D,Phoenix,Member,Male,Food and beverages,79.91,3,251.72,20/03/19,19:28:00,Credit card,5
188-55-0967,C,San Diego,Member,Male,Health and beauty,66.47,10,697.94,15/01/19,15:01:00,Credit card,5
610-46-4100,E,Houston,Normal,Male,Health and beauty,28.95,7,212.78,03/03/19,20:31:00,Credit card,6
318-81-2368,E,New York,Normal,Female,Electronic accessories,46.2,1,48.51,19/03/19,12:16:00,Cash,6.3
364-33-8584,B,Chicago,Member,Female,Food and beverages,17.63,5,92.56,08/03/19,15:27:00,Cash,8.5
665-63-9737,C,San Jose,Normal,Male,Fashion accessories,52.42,3,165.12,27/02/19,17:36:00,Ewallet,7.5
695-09-5146,B,Chicago,Member,Female,Food and beverages,98.79,3,311.19,23/02/19,20:00:00,Ewallet,6.4
155-45-3814,D,Los Angeles,Member,Female,Electronic accessories,88.55,8,743.82,19/03/19,15:29:00,Ewallet,4.7
794-32-2436,D,Phoenix,Member,Male,Electronic accessories,55.67,2,116.91,27/03/19,15:08:00,Ewallet,6
131-15-8856,E,San Diego,Member,Female,Food and beverages,72.52,8,609.17,30/03/19,19:26:00,Credit card,4
273-84-2164,C,Los Angeles,Member,Male,Electronic accessories,12.05,5,63.26,16/02/19,15:53:00,Ewallet,5.5
706-36-6154,D,Chicago,Member,Male,Home and lifestyle,19.36,9,182.95,18/01/19,18:43:00,Ewallet,8.7
778-89-7974,B,Chicago,Normal,Male,Health and beauty,70.21,6,442.32,30/03/19,14:58:00,Cash,7.4
574-31-8277,C,Dallas,Member,Male,Fashion accessories,33.63,1,35.31,20/03/19,19:55:00,Cash,5.6
859-71-0933,E,Philadelphia,Member,Female,Sports and travel,15.49,2,32.53,16/01/19,15:10:00,Cash,6.3
740-11-5257,D,Houston,Normal,Male,Electronic accessories,24.74,10,259.77,24/02/19,16:44:00,Cash,7.1
369-82-2676,B,Philadelphia,Normal,Male,Electronic accessories,75.66,5,397.22,15/01/19,18:22:00,Ewallet,7.8
563-47-4072,D,San Antonio,Normal,Female,Health and beauty,55.81,6,351.60,22/01/19,11:52:00,Cash,9.9
742-04-5161,B,Houston,Member,Male,Home and lifestyle,72.78,10,764.19,03/02/19,17:24:00,Cash,7.3
149-15-7606,E,Chicago,Member,Male,Sports and travel,37.32,9,352.67,06/03/19,15:31:00,Ewallet,5.1
133-77-3154,D,San Diego,Member,Male,Fashion accessories,60.18,4,252.76,16/02/19,18:04:00,Credit card,9.4
169-52-4504,E,San Jose,Normal,Female,Electronic accessories,15.69,3,49.42,14/03/19,14:13:00,Credit card,5.8
250-81-7186,B,Houston,Normal,Female,Electronic accessories,99.69,1,104.67,27/02/19,10:23:00,Credit card,8
562-12-5430,E,Los Angeles,Member,Female,Fashion accessories,88.15,3,277.67,18/01/19,10:11:00,Ewallet,7.9
816-72-8853,E,San Antonio,Member,Female,Sports and travel,27.93,5,146.63,29/01/19,15:48:00,Cash,5.9
491-38-3499,D,Phoenix,Member,Male,Fashion accessories,55.45,1,58.22,26/02/19,17:46:00,Credit card,4.9
322-02-2271,B,Phoenix,Normal,Female,Sports and travel,42.97,3,135.36,03/02/19,11:46:00,Cash,9.3
842-29-4695,D,San Diego,Member,Male,Sports and travel,17.14,7,125.98,16/01/19,12:07:00,Credit card,7.9
725-67-2480,D,San Diego,Member,Female,Fashion accessories,58.75,6,370.13,24/03/19,18:14:00,Credit card,5.9
641-51-2661,D,San Antonio,Member,Female,Food and beverages,87.1,10,914.55,12/02/19,14:45:00,Credit card,9.9
714-02-3114,D,San Diego,Normal,Female,Sports and travel,98.8,2,207.48,21/02/19,11:39:00,Cash,7.7
518-17-2983,D,San Antonio,Normal,Female,Fashion accessories,48.63,4,204.25,04/02/19,15:44:00,Ewallet,7.6
779-42-2410,B,Chicago,Member,Male,Food and beverages,57.74,3,181.88,20/02/19,13:06:00,Ewallet,7.7
190-14-3147,C,Dallas,Normal,Female,Health and beauty,17.97,4,75.47,23/02/19,20:43:00,Ewallet,6.4
408-66-6712,D,Los Angeles,Member,Female,Health and beauty,47.71,6,300.57,16/02/19,14:19:00,Ewallet,4.4
679-22-6530,B,Phoenix,Normal,Female,Sports and travel,40.62,2,85.30,17/01/19,10:01:00,Credit card,4.1
588-47-8641,E,New York,Member,Male,Fashion accessories,56.04,10,588.42,14/01/19,19:30:00,Ewallet,4.4
642-61-4706,E,Dallas,Member,Male,Food and beverages,93.4,2,196.14,30/03/19,16:34:00,Cash,5.5
576-31-4774,D,Philadelphia,Normal,Female,Health and beauty,73.41,3,231.24,02/03/19,13:10:00,Ewallet,4
556-41-6224,E,Chicago,Normal,Male,Health and beauty,33.64,8,282.58,15/02/19,17:10:00,Credit card,9.3
811-03-8790,C,Philadelphia,Normal,Female,Electronic accessories,45.48,10,477.54,01/03/19,10:22:00,Credit card,4.8
242-11-3142,E,Phoenix,Member,Male,Fashion accessories,83.77,2,175.92,24/02/19,19:57:00,Cash,4.6
752-23-3760,D,New York,Member,Female,Sports and travel,64.08,7,470.99,19/02/19,19:29:00,Credit card,7.3
274-05-5470,D,New York,Member,Female,Food and beverages,73.47,4,308.57,23/02/19,18:30:00,Cash,6
648-94-3045,C,Dallas,Normal,Male,Health and beauty,58.95,10,618.98,07/02/19,14:27:00,Ewallet,8.1
130-67-4723,D,Houston,Member,Male,Food and beverages,48.5,6,305.55,11/01/19,13:57:00,Ewallet,9.4
528-87-5606,C,Los Angeles,Member,Female,Electronic accessories,39.48,1,41.45,12/02/19,19:43:00,Cash,6.5
320-85-2052,D,Chicago,Normal,Female,Sports and travel,34.81,1,36.55,14/01/19,10:11:00,Credit card,7
370-96-0655,C,Chicago,Normal,Female,Fashion accessories,49.32,6,310.72,09/01/19,13:46:00,Ewallet,7.1
105-10-6182,D,Los Angeles,Member,Male,Fashion accessories,21.48,2,45.11,27/02/19,12:22:00,Ewallet,6.6
510-79-0415,B,Chicago,Member,Female,Sports and travel,23.08,6,145.40,24/01/19,19:20:00,Ewallet,4.9
241-96-5076,D,New York,Member,Female,Home and lifestyle,49.1,2,103.11,08/01/19,12:58:00,Credit card,6.4
767-97-4650,B,New York,Member,Female,Sports and travel,64.83,2,136.14,08/01/19,11:59:00,Credit card,8
648-83-1321,B,Chicago,Member,Male,Home and lifestyle,63.56,10,667.38,16/01/19,17:59:00,Cash,4.3
173-57-2300,C,San Antonio,Member,Male,Sports and travel,72.88,2,153.05,13/03/19,12:51:00,Cash,6.1
305-03-2383,C,Dallas,Normal,Female,Food and beverages,67.1,3,211.37,15/02/19,10:36:00,Cash,7.5
394-55-6384,B,Dallas,Member,Female,Sports and travel,70.19,9,663.30,25/01/19,13:38:00,Cash,6.7
266-20-6657,E,San Antonio,Member,Male,Food and beverages,55.04,7,404.54,12/03/19,19:39:00,Ewallet,5.2
689-05-1884,C,New York,Member,Male,Health and beauty,48.63,10,510.62,04/03/19,12:44:00,Cash,8.8
196-01-2849,B,New York,Member,Female,Fashion accessories,73.38,7,539.34,10/02/19,13:56:00,Cash,9.5
372-62-5264,C,San Jose,Normal,Female,Food and beverages,52.6,9,497.07,16/01/19,14:42:00,Cash,7.6
800-09-8606,C,Los Angeles,Member,Female,Home and lifestyle,87.37,5,458.69,29/01/19,19:45:00,Cash,6.6
182-52-7000,C,Chicago,Member,Female,Sports and travel,27.04,4,113.57,01/01/19,20:26:00,Ewallet,6.9
826-58-8051,B,Philadelphia,Normal,Male,Home and lifestyle,62.19,4,261.20,06/01/19,19:46:00,Ewallet,4.3
868-06-0466,C,San Antonio,Member,Male,Electronic accessories,69.58,9,657.53,19/02/19,19:38:00,Credit card,7.8
751-41-9720,E,Dallas,Normal,Male,Home and lifestyle,97.5,10,1023.75,12/01/19,16:18:00,Ewallet,8
626-43-7888,B,Los Angeles,Normal,Female,Fashion accessories,60.41,8,507.44,07/02/19,12:23:00,Ewallet,9.6
176-64-7711,C,Los Angeles,Normal,Male,Food and beverages,32.32,3,101.81,27/03/19,19:11:00,Credit card,4.3
191-29-0321,D,Philadelphia,Member,Female,Fashion accessories,19.77,10,207.59,27/02/19,18:57:00,Credit card,5
729-06-2010,B,Dallas,Member,Male,Health and beauty,80.47,9,760.44,06/01/19,11:18:00,Cash,9.2
